KYCRSP_FUNDNO;FSTYBEGDT;FSTYENDDT;LIPPER_OBJ_CD;LIPPER_CLASS
22372;31/12/1999;30/03/2008;SIU;SIU
22372;31/03/2008;30/04/2012;SIU;SIU
22372;01/05/2012;31/05/2012;SIU;SIU
22372;01/06/2012;30/06/2012;SIU;SIU
22373;31/12/1999;30/03/2008;GUT;GUT
22373;31/03/2008;30/11/2011;GUT;GUT
22373;31/12/1999;30/03/2008;GUT;GUT
22373;31/03/2008;30/11/2011;GUT;GUT
22374;30/06/2000;30/03/2008;GUT;GUT
22374;31/03/2008;30/11/2011;GUT;GUT
22374;30/06/2000;30/03/2008;GUT;GUT
22374;31/03/2008;30/11/2011;GUT;GUT
22376;31/12/1999;30/03/2008;GUT;GUT
22376;31/03/2008;30/04/2012;GUT;GUT
22376;01/05/2012;31/05/2012;GUT;GUT
22376;01/06/2012;30/06/2012;GUT;GUT
22376;31/12/1999;30/03/2008;GUT;GUT
22376;31/03/2008;30/04/2012;GUT;GUT
22376;01/05/2012;31/05/2012;GUT;GUT
22376;01/06/2012;30/06/2012;GUT;GUT
22376;31/12/1999;30/03/2008;GUT;GUT
22376;31/03/2008;30/04/2012;GUT;GUT
22376;01/05/2012;31/05/2012;GUT;GUT
22376;01/06/2012;30/06/2012;GUT;GUT
22376;31/12/1999;30/03/2008;GUT;GUT
22376;31/03/2008;30/04/2012;GUT;GUT
22376;01/05/2012;31/05/2012;GUT;GUT
22376;01/06/2012;30/06/2012;GUT;GUT
22395;31/12/1999;30/03/2008;A;A
22395;31/03/2008;30/04/2012;A;A
22395;01/05/2012;31/05/2012;A;A
22395;01/06/2012;30/06/2012;A;A
22395;31/12/1999;30/03/2008;A;A
22395;31/03/2008;30/04/2012;A;A
22395;01/05/2012;31/05/2012;A;A
22395;01/06/2012;30/06/2012;A;A
22395;31/12/1999;30/03/2008;A;A
22395;31/03/2008;30/04/2012;A;A
22395;01/05/2012;31/05/2012;A;A
22395;01/06/2012;30/06/2012;A;A
22395;31/12/1999;30/03/2008;A;A
22395;31/03/2008;30/04/2012;A;A
22395;01/05/2012;31/05/2012;A;A
22395;01/06/2012;30/06/2012;A;A
22966;31/12/1999;30/03/2008;BBB;BBB
22966;31/03/2008;30/04/2012;BBB;BBB
22966;01/05/2012;31/05/2012;BBB;BBB
22966;01/06/2012;30/06/2012;BBB;BBB
22966;31/12/1999;30/03/2008;BBB;BBB
22966;31/03/2008;30/04/2012;BBB;BBB
22966;01/05/2012;31/05/2012;BBB;BBB
22966;01/06/2012;30/06/2012;BBB;BBB
22966;31/12/1999;30/03/2008;BBB;BBB
22966;31/03/2008;30/04/2012;BBB;BBB
22966;01/05/2012;31/05/2012;BBB;BBB
22966;01/06/2012;30/06/2012;BBB;BBB
22966;31/12/1999;30/03/2008;BBB;BBB
22966;31/03/2008;30/04/2012;BBB;BBB
22966;01/05/2012;31/05/2012;BBB;BBB
22966;01/06/2012;30/06/2012;BBB;BBB
22986;31/12/1999;29/07/2005;BBB;BBB
23093;31/12/1999;29/06/2002;SIU;SIU
23093;30/06/2002;30/03/2008;SUS;SUS
23093;31/03/2008;30/04/2012;SUS;SUS
23093;01/05/2012;31/05/2012;SUS;SUS
23093;01/06/2012;30/06/2012;SUS;SUS
23093;31/12/1999;29/06/2002;SIU;SIU
23093;30/06/2002;30/03/2008;SUS;SUS
23093;31/03/2008;30/04/2012;SUS;SUS
23093;01/05/2012;31/05/2012;SUS;SUS
23093;01/06/2012;30/06/2012;SUS;SUS
23093;31/12/1999;29/06/2002;SIU;SIU
23093;30/06/2002;30/03/2008;SUS;SUS
23093;31/03/2008;30/04/2012;SUS;SUS
23093;01/05/2012;31/05/2012;SUS;SUS
23093;01/06/2012;30/06/2012;SUS;SUS
23093;31/12/1999;29/06/2002;SIU;SIU
23093;30/06/2002;30/03/2008;SUS;SUS
23093;31/03/2008;30/04/2012;SUS;SUS
23093;01/05/2012;31/05/2012;SUS;SUS
23093;01/06/2012;30/06/2012;SUS;SUS
23093;31/12/1999;29/06/2002;SIU;SIU
23093;30/06/2002;30/03/2008;SUS;SUS
23093;31/03/2008;30/04/2012;SUS;SUS
23093;01/05/2012;31/05/2012;SUS;SUS
23093;01/06/2012;30/06/2012;SUS;SUS
23094;31/12/1999;29/06/2002;SIU;SIU
23094;30/06/2002;30/03/2008;SUS;SUS
23094;31/03/2008;30/04/2012;SUS;SUS
23094;01/05/2012;31/05/2012;SUS;SUS
23094;01/06/2012;30/06/2012;SUS;SUS
23094;31/12/1999;29/06/2002;SIU;SIU
23094;30/06/2002;30/03/2008;SUS;SUS
23094;31/03/2008;30/04/2012;SUS;SUS
23094;01/05/2012;31/05/2012;SUS;SUS
23094;01/06/2012;30/06/2012;SUS;SUS
23094;31/12/1999;29/06/2002;SIU;SIU
23094;30/06/2002;30/03/2008;SUS;SUS
23094;31/03/2008;30/04/2012;SUS;SUS
23094;01/05/2012;31/05/2012;SUS;SUS
23094;01/06/2012;30/06/2012;SUS;SUS
23094;31/12/1999;29/06/2002;SIU;SIU
23094;30/06/2002;30/03/2008;SUS;SUS
23094;31/03/2008;30/04/2012;SUS;SUS
23094;01/05/2012;31/05/2012;SUS;SUS
23094;01/06/2012;30/06/2012;SUS;SUS
23094;31/12/1999;29/06/2002;SIU;SIU
23094;30/06/2002;30/03/2008;SUS;SUS
23094;31/03/2008;30/04/2012;SUS;SUS
23094;01/05/2012;31/05/2012;SUS;SUS
23094;01/06/2012;30/06/2012;SUS;SUS
23095;31/12/1999;29/06/2002;SIU;SIU
23095;30/06/2002;30/03/2008;SUS;SUS
23095;31/03/2008;30/04/2012;SUS;SUS
23095;01/05/2012;31/05/2012;SUS;SUS
23095;01/06/2012;30/06/2012;SUS;SUS
23095;31/12/1999;29/06/2002;SIU;SIU
23095;30/06/2002;30/03/2008;SUS;SUS
23095;31/03/2008;30/04/2012;SUS;SUS
23095;01/05/2012;31/05/2012;SUS;SUS
23095;01/06/2012;30/06/2012;SUS;SUS
23095;31/12/1999;29/06/2002;SIU;SIU
23095;30/06/2002;30/03/2008;SUS;SUS
23095;31/03/2008;30/04/2012;SUS;SUS
23095;01/05/2012;31/05/2012;SUS;SUS
23095;01/06/2012;30/06/2012;SUS;SUS
23095;31/12/1999;29/06/2002;SIU;SIU
23095;30/06/2002;30/03/2008;SUS;SUS
23095;31/03/2008;30/04/2012;SUS;SUS
23095;01/05/2012;31/05/2012;SUS;SUS
23095;01/06/2012;30/06/2012;SUS;SUS
23095;31/12/1999;29/06/2002;SIU;SIU
23095;30/06/2002;30/03/2008;SUS;SUS
23095;31/03/2008;30/04/2012;SUS;SUS
23095;01/05/2012;31/05/2012;SUS;SUS
23095;01/06/2012;30/06/2012;SUS;SUS
23096;31/12/1999;29/06/2002;SIU;SIU
23096;30/06/2002;30/03/2008;SUS;SUS
23096;31/03/2008;30/04/2012;SUS;SUS
23096;01/05/2012;31/05/2012;SUS;SUS
23096;01/06/2012;30/06/2012;SUS;SUS
23096;31/12/1999;29/06/2002;SIU;SIU
23096;30/06/2002;30/03/2008;SUS;SUS
23096;31/03/2008;30/04/2012;SUS;SUS
23096;01/05/2012;31/05/2012;SUS;SUS
23096;01/06/2012;30/06/2012;SUS;SUS
23096;31/12/1999;29/06/2002;SIU;SIU
23096;30/06/2002;30/03/2008;SUS;SUS
23096;31/03/2008;30/04/2012;SUS;SUS
23096;01/05/2012;31/05/2012;SUS;SUS
23096;01/06/2012;30/06/2012;SUS;SUS
23096;31/12/1999;29/06/2002;SIU;SIU
23096;30/06/2002;30/03/2008;SUS;SUS
23096;31/03/2008;30/04/2012;SUS;SUS
23096;01/05/2012;31/05/2012;SUS;SUS
23096;01/06/2012;30/06/2012;SUS;SUS
23096;31/12/1999;29/06/2002;SIU;SIU
23096;30/06/2002;30/03/2008;SUS;SUS
23096;31/03/2008;30/04/2012;SUS;SUS
23096;01/05/2012;31/05/2012;SUS;SUS
23096;01/06/2012;30/06/2012;SUS;SUS
23097;31/12/2001;29/06/2002;SIU;SIU
23097;30/06/2002;30/03/2008;SUS;SUS
23097;31/03/2008;30/04/2012;SUS;SUS
23097;01/05/2012;31/05/2012;SUS;SUS
23097;01/06/2012;30/06/2012;SUS;SUS
23097;31/12/2001;29/06/2002;SIU;SIU
23097;30/06/2002;30/03/2008;SUS;SUS
23097;31/03/2008;30/04/2012;SUS;SUS
23097;01/05/2012;31/05/2012;SUS;SUS
23097;01/06/2012;30/06/2012;SUS;SUS
23097;31/12/2001;29/06/2002;SIU;SIU
23097;30/06/2002;30/03/2008;SUS;SUS
23097;31/03/2008;30/04/2012;SUS;SUS
23097;01/05/2012;31/05/2012;SUS;SUS
23097;01/06/2012;30/06/2012;SUS;SUS
23097;31/12/2001;29/06/2002;SIU;SIU
23097;30/06/2002;30/03/2008;SUS;SUS
23097;31/03/2008;30/04/2012;SUS;SUS
23097;01/05/2012;31/05/2012;SUS;SUS
23097;01/06/2012;30/06/2012;SUS;SUS
23097;31/12/2001;29/06/2002;SIU;SIU
23097;30/06/2002;30/03/2008;SUS;SUS
23097;31/03/2008;30/04/2012;SUS;SUS
23097;01/05/2012;31/05/2012;SUS;SUS
23097;01/06/2012;30/06/2012;SUS;SUS
23154;31/12/1999;30/03/2008;GUS;GUS
23154;31/03/2008;30/11/2011;GUS;GUS
23154;01/12/2011;30/04/2012;GUS;GUS
23154;01/05/2012;31/05/2012;GUS;GUS
23154;01/06/2012;30/06/2012;GUS;GUS
23154;31/12/1999;30/03/2008;GUS;GUS
23154;31/03/2008;30/11/2011;GUS;GUS
23154;01/12/2011;30/04/2012;GUS;GUS
23154;01/05/2012;31/05/2012;GUS;GUS
23154;01/06/2012;30/06/2012;GUS;GUS
23154;31/12/1999;30/03/2008;GUS;GUS
23154;31/03/2008;30/11/2011;GUS;GUS
23154;01/12/2011;30/04/2012;GUS;GUS
23154;01/05/2012;31/05/2012;GUS;GUS
23154;01/06/2012;30/06/2012;GUS;GUS
23154;31/12/1999;30/03/2008;GUS;GUS
23154;31/03/2008;30/11/2011;GUS;GUS
23154;01/12/2011;30/04/2012;GUS;GUS
23154;01/05/2012;31/05/2012;GUS;GUS
23154;01/06/2012;30/06/2012;GUS;GUS
23154;31/12/1999;30/03/2008;GUS;GUS
23154;31/03/2008;30/11/2011;GUS;GUS
23154;01/12/2011;30/04/2012;GUS;GUS
23154;01/05/2012;31/05/2012;GUS;GUS
23154;01/06/2012;30/06/2012;GUS;GUS
23155;31/12/1999;30/03/2008;GUS;GUS
23155;31/03/2008;30/11/2011;GUS;GUS
23155;01/12/2011;30/04/2012;GUS;GUS
23155;01/05/2012;31/05/2012;GUS;GUS
23155;01/06/2012;30/06/2012;GUS;GUS
23155;31/12/1999;30/03/2008;GUS;GUS
23155;31/03/2008;30/11/2011;GUS;GUS
23155;01/12/2011;30/04/2012;GUS;GUS
23155;01/05/2012;31/05/2012;GUS;GUS
23155;01/06/2012;30/06/2012;GUS;GUS
23155;31/12/1999;30/03/2008;GUS;GUS
23155;31/03/2008;30/11/2011;GUS;GUS
23155;01/12/2011;30/04/2012;GUS;GUS
23155;01/05/2012;31/05/2012;GUS;GUS
23155;01/06/2012;30/06/2012;GUS;GUS
23155;31/12/1999;30/03/2008;GUS;GUS
23155;31/03/2008;30/11/2011;GUS;GUS
23155;01/12/2011;30/04/2012;GUS;GUS
23155;01/05/2012;31/05/2012;GUS;GUS
23155;01/06/2012;30/06/2012;GUS;GUS
23155;31/12/1999;30/03/2008;GUS;GUS
23155;31/03/2008;30/11/2011;GUS;GUS
23155;01/12/2011;30/04/2012;GUS;GUS
23155;01/05/2012;31/05/2012;GUS;GUS
23155;01/06/2012;30/06/2012;GUS;GUS
23156;31/12/1999;30/03/2008;GUS;GUS
23156;31/03/2008;30/11/2011;GUS;GUS
23156;01/12/2011;30/04/2012;GUS;GUS
23156;01/05/2012;31/05/2012;GUS;GUS
23156;01/06/2012;30/06/2012;GUS;GUS
23156;31/12/1999;30/03/2008;GUS;GUS
23156;31/03/2008;30/11/2011;GUS;GUS
23156;01/12/2011;30/04/2012;GUS;GUS
23156;01/05/2012;31/05/2012;GUS;GUS
23156;01/06/2012;30/06/2012;GUS;GUS
23156;31/12/1999;30/03/2008;GUS;GUS
23156;31/03/2008;30/11/2011;GUS;GUS
23156;01/12/2011;30/04/2012;GUS;GUS
23156;01/05/2012;31/05/2012;GUS;GUS
23156;01/06/2012;30/06/2012;GUS;GUS
23156;31/12/1999;30/03/2008;GUS;GUS
23156;31/03/2008;30/11/2011;GUS;GUS
23156;01/12/2011;30/04/2012;GUS;GUS
23156;01/05/2012;31/05/2012;GUS;GUS
23156;01/06/2012;30/06/2012;GUS;GUS
23156;31/12/1999;30/03/2008;GUS;GUS
23156;31/03/2008;30/11/2011;GUS;GUS
23156;01/12/2011;30/04/2012;GUS;GUS
23156;01/05/2012;31/05/2012;GUS;GUS
23156;01/06/2012;30/06/2012;GUS;GUS
23157;31/12/1999;30/03/2008;GUS;GUS
23157;31/03/2008;30/11/2011;GUS;GUS
23157;01/12/2011;30/04/2012;GUS;GUS
23157;01/05/2012;31/05/2012;GUS;GUS
23157;01/06/2012;30/06/2012;GUS;GUS
23157;31/12/1999;30/03/2008;GUS;GUS
23157;31/03/2008;30/11/2011;GUS;GUS
23157;01/12/2011;30/04/2012;GUS;GUS
23157;01/05/2012;31/05/2012;GUS;GUS
23157;01/06/2012;30/06/2012;GUS;GUS
23157;31/12/1999;30/03/2008;GUS;GUS
23157;31/03/2008;30/11/2011;GUS;GUS
23157;01/12/2011;30/04/2012;GUS;GUS
23157;01/05/2012;31/05/2012;GUS;GUS
23157;01/06/2012;30/06/2012;GUS;GUS
23157;31/12/1999;30/03/2008;GUS;GUS
23157;31/03/2008;30/11/2011;GUS;GUS
23157;01/12/2011;30/04/2012;GUS;GUS
23157;01/05/2012;31/05/2012;GUS;GUS
23157;01/06/2012;30/06/2012;GUS;GUS
23157;31/12/1999;30/03/2008;GUS;GUS
23157;31/03/2008;30/11/2011;GUS;GUS
23157;01/12/2011;30/04/2012;GUS;GUS
23157;01/05/2012;31/05/2012;GUS;GUS
23157;01/06/2012;30/06/2012;GUS;GUS
23158;31/12/2001;30/03/2008;GUS;GUS
23158;31/03/2008;30/11/2011;GUS;GUS
23158;01/12/2011;30/04/2012;GUS;GUS
23158;01/05/2012;31/05/2012;GUS;GUS
23158;01/06/2012;30/06/2012;GUS;GUS
23158;31/12/2001;30/03/2008;GUS;GUS
23158;31/03/2008;30/11/2011;GUS;GUS
23158;01/12/2011;30/04/2012;GUS;GUS
23158;01/05/2012;31/05/2012;GUS;GUS
23158;01/06/2012;30/06/2012;GUS;GUS
23158;31/12/2001;30/03/2008;GUS;GUS
23158;31/03/2008;30/11/2011;GUS;GUS
23158;01/12/2011;30/04/2012;GUS;GUS
23158;01/05/2012;31/05/2012;GUS;GUS
23158;01/06/2012;30/06/2012;GUS;GUS
23158;31/12/2001;30/03/2008;GUS;GUS
23158;31/03/2008;30/11/2011;GUS;GUS
23158;01/12/2011;30/04/2012;GUS;GUS
23158;01/05/2012;31/05/2012;GUS;GUS
23158;01/06/2012;30/06/2012;GUS;GUS
23158;31/12/2001;30/03/2008;GUS;GUS
23158;31/03/2008;30/11/2011;GUS;GUS
23158;01/12/2011;30/04/2012;GUS;GUS
23158;01/05/2012;31/05/2012;GUS;GUS
23158;01/06/2012;30/06/2012;GUS;GUS
23269;30/06/2005;29/06/2006;BT;BT
23269;30/06/2006;30/03/2008;BT;MTAMMixed-Asset Target Alloc Moderate Funds
23269;31/03/2008;15/02/2010;BT;MTAMMixed-Asset Target Alloc Moderate Funds
23269;16/02/2010;31/03/2010;GUT;GUT
23269;01/04/2010;31/01/2012;GUT;GUT
23269;30/06/2005;29/06/2006;BT;BT
23269;30/06/2006;30/03/2008;BT;MTAMMixed-Asset Target Alloc Moderate Funds
23269;31/03/2008;15/02/2010;BT;MTAMMixed-Asset Target Alloc Moderate Funds
23269;16/02/2010;31/03/2010;GUT;GUT
23269;01/04/2010;31/01/2012;GUT;GUT
23270;30/06/2005;29/06/2006;BT;BT
23270;30/06/2006;30/03/2008;BT;MTAMMixed-Asset Target Alloc Moderate Funds
23270;31/03/2008;15/02/2010;BT;MTAMMixed-Asset Target Alloc Moderate Funds
23270;16/02/2010;31/03/2010;GUT;GUT
23270;01/04/2010;31/01/2012;GUT;GUT
23270;30/06/2005;29/06/2006;BT;BT
23270;30/06/2006;30/03/2008;BT;MTAMMixed-Asset Target Alloc Moderate Funds
23270;31/03/2008;15/02/2010;BT;MTAMMixed-Asset Target Alloc Moderate Funds
23270;16/02/2010;31/03/2010;GUT;GUT
23270;01/04/2010;31/01/2012;GUT;GUT
23271;30/06/2005;29/06/2006;BT;BT
23271;30/06/2006;15/02/2010;BT;MTAMMixed-Asset Target Alloc Moderate Funds
23271;16/02/2010;31/03/2010;GUT;GUT
23271;01/04/2010;31/01/2012;GUT;GUT
23271;30/06/2005;29/06/2006;BT;BT
23271;30/06/2006;15/02/2010;BT;MTAMMixed-Asset Target Alloc Moderate Funds
23271;16/02/2010;31/03/2010;GUT;GUT
23271;01/04/2010;31/01/2012;GUT;GUT
23272;30/06/2005;29/06/2006;BT;BT
23272;30/06/2006;30/03/2008;BT;MTAMMixed-Asset Target Alloc Moderate Funds
23272;31/03/2008;15/02/2010;BT;MTAMMixed-Asset Target Alloc Moderate Funds
23272;16/02/2010;31/03/2010;GUT;GUT
23272;01/04/2010;31/01/2012;GUT;GUT
23272;30/06/2005;29/06/2006;BT;BT
23272;30/06/2006;30/03/2008;BT;MTAMMixed-Asset Target Alloc Moderate Funds
23272;31/03/2008;15/02/2010;BT;MTAMMixed-Asset Target Alloc Moderate Funds
23272;16/02/2010;31/03/2010;GUT;GUT
23272;01/04/2010;31/01/2012;GUT;GUT
23369;31/12/1999;29/06/2005;A;A
23369;30/06/2005;30/03/2008;IID;IID
23369;31/03/2008;30/04/2012;IID;IID
23369;01/05/2012;31/05/2012;IID;IID
23369;01/06/2012;30/06/2012;IID;IID
23370;31/12/1999;29/06/2005;A;A
23370;30/06/2005;30/03/2008;IID;IID
23370;31/03/2008;30/04/2012;IID;IID
23370;01/05/2012;31/05/2012;IID;IID
23370;01/06/2012;30/06/2012;IID;IID
23371;31/12/1999;29/06/2005;A;A
23371;30/06/2005;30/03/2008;IID;IID
23371;31/03/2008;30/04/2012;IID;IID
23371;01/05/2012;31/05/2012;IID;IID
23371;01/06/2012;30/06/2012;IID;IID
23372;31/12/1999;29/06/2005;A;A
23372;30/06/2005;30/03/2008;IID;IID
23372;31/03/2008;30/04/2012;IID;IID
23372;01/05/2012;31/05/2012;IID;IID
23372;01/06/2012;30/06/2012;IID;IID
23373;31/12/2001;29/06/2005;A;A
23373;30/06/2005;30/03/2008;IID;IID
23373;31/03/2008;30/04/2012;IID;IID
23373;01/05/2012;31/05/2012;IID;IID
23373;01/06/2012;30/06/2012;IID;IID
23468;31/12/1999;30/03/2008;GUS;GUS
23468;31/03/2008;30/11/2011;GUS;GUS
23468;01/12/2011;30/04/2012;GUS;GUS
23468;01/05/2012;31/05/2012;GUS;GUS
23468;01/06/2012;30/06/2012;GUS;GUS
23468;31/12/1999;30/03/2008;GUS;GUS
23468;31/03/2008;30/11/2011;GUS;GUS
23468;01/12/2011;30/04/2012;GUS;GUS
23468;01/05/2012;31/05/2012;GUS;GUS
23468;01/06/2012;30/06/2012;GUS;GUS
23468;31/12/1999;30/03/2008;GUS;GUS
23468;31/03/2008;30/11/2011;GUS;GUS
23468;01/12/2011;30/04/2012;GUS;GUS
23468;01/05/2012;31/05/2012;GUS;GUS
23468;01/06/2012;30/06/2012;GUS;GUS
23468;31/12/1999;30/03/2008;GUS;GUS
23468;31/03/2008;30/11/2011;GUS;GUS
23468;01/12/2011;30/04/2012;GUS;GUS
23468;01/05/2012;31/05/2012;GUS;GUS
23468;01/06/2012;30/06/2012;GUS;GUS
23468;31/12/1999;30/03/2008;GUS;GUS
23468;31/03/2008;30/11/2011;GUS;GUS
23468;01/12/2011;30/04/2012;GUS;GUS
23468;01/05/2012;31/05/2012;GUS;GUS
23468;01/06/2012;30/06/2012;GUS;GUS
23503;31/12/1999;30/03/2008;GUS;GUS
23503;31/03/2008;30/11/2011;GUS;GUS
23503;01/12/2011;30/04/2012;GUS;GUS
23503;01/05/2012;31/05/2012;GUS;GUS
23503;01/06/2012;30/06/2012;GUS;GUS
23503;31/12/1999;30/03/2008;GUS;GUS
23503;31/03/2008;30/11/2011;GUS;GUS
23503;01/12/2011;30/04/2012;GUS;GUS
23503;01/05/2012;31/05/2012;GUS;GUS
23503;01/06/2012;30/06/2012;GUS;GUS
23503;31/12/1999;30/03/2008;GUS;GUS
23503;31/03/2008;30/11/2011;GUS;GUS
23503;01/12/2011;30/04/2012;GUS;GUS
23503;01/05/2012;31/05/2012;GUS;GUS
23503;01/06/2012;30/06/2012;GUS;GUS
23503;31/12/1999;30/03/2008;GUS;GUS
23503;31/03/2008;30/11/2011;GUS;GUS
23503;01/12/2011;30/04/2012;GUS;GUS
23503;01/05/2012;31/05/2012;GUS;GUS
23503;01/06/2012;30/06/2012;GUS;GUS
23503;31/12/1999;30/03/2008;GUS;GUS
23503;31/03/2008;30/11/2011;GUS;GUS
23503;01/12/2011;30/04/2012;GUS;GUS
23503;01/05/2012;31/05/2012;GUS;GUS
23503;01/06/2012;30/06/2012;GUS;GUS
23510;31/12/1999;29/06/2001;SUS;SUS
23510;30/06/2001;30/03/2008;IUT;IUT
23510;31/03/2008;30/04/2012;IUT;IUT
23510;01/05/2012;31/05/2012;IUT;IUT
23510;01/06/2012;30/06/2012;IUT;IUT
23510;31/12/1999;29/06/2001;SUS;SUS
23510;30/06/2001;30/03/2008;IUT;IUT
23510;31/03/2008;30/04/2012;IUT;IUT
23510;01/05/2012;31/05/2012;IUT;IUT
23510;01/06/2012;30/06/2012;IUT;IUT
23510;31/12/1999;29/06/2001;SUS;SUS
23510;30/06/2001;30/03/2008;IUT;IUT
23510;31/03/2008;30/04/2012;IUT;IUT
23510;01/05/2012;31/05/2012;IUT;IUT
23510;01/06/2012;30/06/2012;IUT;IUT
23510;31/12/1999;29/06/2001;SUS;SUS
23510;30/06/2001;30/03/2008;IUT;IUT
23510;31/03/2008;30/04/2012;IUT;IUT
23510;01/05/2012;31/05/2012;IUT;IUT
23510;01/06/2012;30/06/2012;IUT;IUT
23510;31/12/1999;29/06/2001;SUS;SUS
23510;30/06/2001;30/03/2008;IUT;IUT
23510;31/03/2008;30/04/2012;IUT;IUT
23510;01/05/2012;31/05/2012;IUT;IUT
23510;01/06/2012;30/06/2012;IUT;IUT
23511;31/12/2000;29/06/2001;SUS;SUS
23511;30/06/2001;30/03/2008;IUT;IUT
23511;31/03/2008;30/04/2012;IUT;IUT
23511;01/05/2012;31/05/2012;IUT;IUT
23511;01/06/2012;30/06/2012;IUT;IUT
23511;31/12/2000;29/06/2001;SUS;SUS
23511;30/06/2001;30/03/2008;IUT;IUT
23511;31/03/2008;30/04/2012;IUT;IUT
23511;01/05/2012;31/05/2012;IUT;IUT
23511;01/06/2012;30/06/2012;IUT;IUT
23511;31/12/2000;29/06/2001;SUS;SUS
23511;30/06/2001;30/03/2008;IUT;IUT
23511;31/03/2008;30/04/2012;IUT;IUT
23511;01/05/2012;31/05/2012;IUT;IUT
23511;01/06/2012;30/06/2012;IUT;IUT
23511;31/12/2000;29/06/2001;SUS;SUS
23511;30/06/2001;30/03/2008;IUT;IUT
23511;31/03/2008;30/04/2012;IUT;IUT
23511;01/05/2012;31/05/2012;IUT;IUT
23511;01/06/2012;30/06/2012;IUT;IUT
23511;31/12/2000;29/06/2001;SUS;SUS
23511;30/06/2001;30/03/2008;IUT;IUT
23511;31/03/2008;30/04/2012;IUT;IUT
23511;01/05/2012;31/05/2012;IUT;IUT
23511;01/06/2012;30/06/2012;IUT;IUT
23512;31/12/1999;29/06/2001;SUS;SUS
23512;30/06/2001;30/03/2008;IUT;IUT
23512;31/03/2008;30/04/2012;IUT;IUT
23512;01/05/2012;31/05/2012;IUT;IUT
23512;01/06/2012;30/06/2012;IUT;IUT
23512;31/12/1999;29/06/2001;SUS;SUS
23512;30/06/2001;30/03/2008;IUT;IUT
23512;31/03/2008;30/04/2012;IUT;IUT
23512;01/05/2012;31/05/2012;IUT;IUT
23512;01/06/2012;30/06/2012;IUT;IUT
23512;31/12/1999;29/06/2001;SUS;SUS
23512;30/06/2001;30/03/2008;IUT;IUT
23512;31/03/2008;30/04/2012;IUT;IUT
23512;01/05/2012;31/05/2012;IUT;IUT
23512;01/06/2012;30/06/2012;IUT;IUT
23512;31/12/1999;29/06/2001;SUS;SUS
23512;30/06/2001;30/03/2008;IUT;IUT
23512;31/03/2008;30/04/2012;IUT;IUT
23512;01/05/2012;31/05/2012;IUT;IUT
23512;01/06/2012;30/06/2012;IUT;IUT
23512;31/12/1999;29/06/2001;SUS;SUS
23512;30/06/2001;30/03/2008;IUT;IUT
23512;31/03/2008;30/04/2012;IUT;IUT
23512;01/05/2012;31/05/2012;IUT;IUT
23512;01/06/2012;30/06/2012;IUT;IUT
23513;31/12/1999;29/06/2001;SUS;SUS
23513;30/06/2001;30/03/2008;IUT;IUT
23513;31/03/2008;30/04/2012;IUT;IUT
23513;01/05/2012;31/05/2012;IUT;IUT
23513;01/06/2012;30/06/2012;IUT;IUT
23513;31/12/1999;29/06/2001;SUS;SUS
23513;30/06/2001;30/03/2008;IUT;IUT
23513;31/03/2008;30/04/2012;IUT;IUT
23513;01/05/2012;31/05/2012;IUT;IUT
23513;01/06/2012;30/06/2012;IUT;IUT
23513;31/12/1999;29/06/2001;SUS;SUS
23513;30/06/2001;30/03/2008;IUT;IUT
23513;31/03/2008;30/04/2012;IUT;IUT
23513;01/05/2012;31/05/2012;IUT;IUT
23513;01/06/2012;30/06/2012;IUT;IUT
23513;31/12/1999;29/06/2001;SUS;SUS
23513;30/06/2001;30/03/2008;IUT;IUT
23513;31/03/2008;30/04/2012;IUT;IUT
23513;01/05/2012;31/05/2012;IUT;IUT
23513;01/06/2012;30/06/2012;IUT;IUT
23513;31/12/1999;29/06/2001;SUS;SUS
23513;30/06/2001;30/03/2008;IUT;IUT
23513;31/03/2008;30/04/2012;IUT;IUT
23513;01/05/2012;31/05/2012;IUT;IUT
23513;01/06/2012;30/06/2012;IUT;IUT
23514;31/12/1999;29/06/2001;SUS;SUS
23514;30/06/2001;30/03/2008;IUT;IUT
23514;31/03/2008;30/04/2012;IUT;IUT
23514;01/05/2012;31/05/2012;IUT;IUT
23514;01/06/2012;30/06/2012;IUT;IUT
23514;31/12/1999;29/06/2001;SUS;SUS
23514;30/06/2001;30/03/2008;IUT;IUT
23514;31/03/2008;30/04/2012;IUT;IUT
23514;01/05/2012;31/05/2012;IUT;IUT
23514;01/06/2012;30/06/2012;IUT;IUT
23514;31/12/1999;29/06/2001;SUS;SUS
23514;30/06/2001;30/03/2008;IUT;IUT
23514;31/03/2008;30/04/2012;IUT;IUT
23514;01/05/2012;31/05/2012;IUT;IUT
23514;01/06/2012;30/06/2012;IUT;IUT
23514;31/12/1999;29/06/2001;SUS;SUS
23514;30/06/2001;30/03/2008;IUT;IUT
23514;31/03/2008;30/04/2012;IUT;IUT
23514;01/05/2012;31/05/2012;IUT;IUT
23514;01/06/2012;30/06/2012;IUT;IUT
23514;31/12/1999;29/06/2001;SUS;SUS
23514;30/06/2001;30/03/2008;IUT;IUT
23514;31/03/2008;30/04/2012;IUT;IUT
23514;01/05/2012;31/05/2012;IUT;IUT
23514;01/06/2012;30/06/2012;IUT;IUT
23518;31/12/1999;30/03/2008;GUS;GUS
23518;31/03/2008;30/11/2011;GUS;GUS
23518;01/12/2011;30/04/2012;GUS;GUS
